ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,Sex_Sort,Instr_time_1,Instr_time_2,Instr_time_3,Instr_time_4,Story1B,1B_Improb_1,1B_Improb_2,1B_Improb_3,1B_Improb_4,1B_Immoral_1,1B_Immoral_2,1B_Immoral_3,1B_Immoral_4,1B_Impossible_1,1B_Impossible_2,1B_Impossible_3,1B_Impossible_4,1B_time_1,1B_time_2,1B_time_3,1B_time_4,Story2b,2B_Improbable_1,2B_Improbable_2,2B_Improbable_3,2B_Improbable_4,2B_Immoral_1,2B_Immoral_2,2B_Immoral_3,2B_Immoral_4,2B_Impossible_1,2B_Impossible_2,2B_Impossible_3,2B_Impossible_4,2B_time_1,2B_time_2,2B_time_3,2B_time_4,Story3b,3B_Improbable_1,3B_Improbable_2,3B_Improbable_3,3B_Improbable_4,3B_Immoral_1,3B_Immoral_2,3B_Immoral_3,3B_Immoral_4,3B_Impossible_1,3B_Impossible_2,3B_Impossible_3,3B_Impossible_4,3B_time_1,3B_time_2,3B_time_3,3B_time_4,Story4b,4B_Improbable_1,4B_Improbable_2,4B_Improbable_3,4B_Improbable_4,4B_Immoral_1,4B_Immoral_2,4B_Immoral_3,4B_Immoral_4,4B_Impossible_1,4B_Impossible_2,4B_Impossible_3,4B_Impossible_4,4B_time_1,4B_time_2,4B_time_3,4B_time_4,Story5b,5B_Improbable_1,5B_Improbable_2,5B_Improbable_3,5B_Improbable_4,5B_Immoral_1,5B_Immoral_2,5B_Immoral_3,5B_Immoral_4,5B_Impossible_1,5B_Impossible_2,5B_Impossible_3,5B_Impossible_4,5B_time_1,5B_time_2,5B_time_3,5B_time_4,Story6b,6B_improbable_1,6B_improbable_2,6B_improbable_3,6B_improbable_4,6B_immoral_1,6B_immoral_2,6B_immoral_3,6B_immoral_4,6B_impossible_1,6B_impossible_2,6B_impossible_3,6B_impossible_4,6B_time_1,6B_time_2,6B_time_3,6B_time_4,Story7b,7B_Improbable_1,7B_Improbable_2,7B_Improbable_3,7B_Improbable_4,7B_Immoral_1,7B_Immoral_2,7B_Immoral_3,7B_Immoral_4,7B_Impossible_1,7B_Impossible_2,7B_Impossible_3,7B_Impossible_4,7B_time_1,7B_time_2,7B_time_3,7B_time_4,story8b,8B_Improbable_1,8B_Improbable_2,8B_Improbable_3,8B_Improbable_4,8B_Immoral_1,8B_Immoral_2,8B_Immoral_3,8B_Immoral_4,8B_Impossible_1,8B_Impossible_2,8B_Impossible_3,8B_Impossible_4,8B_time_1,8B_time_2,8B_time_3,8B_time_4,Story1g,1G_Improbable_1,1G_Improbable_2,1G_Improbable_3,1G_Improbable_4,1G_Immoral_1,1G_Immoral_2,1G_Immoral_3,1G_Immoral_4,1G_Impossible_1,1G_Impossible_2,1G_Impossible_3,1G_Impossible_4,1G_time_1,1G_time_2,1G_time_3,1G_time_4,Story2g,2G_Improbable_1,2G_Improbable_2,2G_Improbable_3,2G_Improbable_4,2G_Immoral_1,2G_Immoral_2,2G_Immoral_3,2G_Immoral_4,2G_Impossible_1,2G_Impossible_2,2G_Impossible_3,2G_Impossible_4,2G_time_1,2G_time_2,2G_time_3,2G_time_4,Story3g,3G_Improbable_1,3G_Improbable_2,3G_Improbable_3,3G_Improbable_4,3G_Immoral_1,3G_Immoral_2,3G_Immoral_3,3G_Immoral_4,3G_Impossible_1,3G_Impossible_2,3G_Impossible_3,3G_Impossible_4,3G_time_1,3G_time_2,3G_time_3,3G_time_4,Story4g,4G_improbable_1,4G_improbable_2,4G_improbable_3,4G_improbable_4,4G_immoral_1,4G_immoral_2,4G_immoral_3,4G_immoral_4,4G_impossible_1,4G_impossible_2,4G_impossible_3,4G_impossible_4,4G_time_1,4G_time_2,4G_time_3,4G_time_4,Story5g,5G_improbable_1,5G_improbable_2,5G_improbable_3,5G_improbable_4,5G_Immoral_1,5G_Immoral_2,5G_Immoral_3,5G_Immoral_4,5G_Impossible_1,5G_Impossible_2,5G_Impossible_3,5G_Impossible_4,5G_time_1,5G_time_2,5G_time_3,5G_time_4,Story6g,6G_improbable_1,6G_improbable_2,6G_improbable_3,6G_improbable_4,6G_immoral_1,6G_immoral_2,6G_immoral_3,6G_immoral_4,6G_impossible_1,6G_impossible_2,6G_impossible_3,6G_impossible_4,6G_time_1,6G_time_2,6G_time_3,6G_time_4,Story7g,7G_improbable_1,7G_improbable_2,7G_improbable_3,7G_improbable_4,7G_immoral_1,7G_immoral_2,7G_immoral_3,7G_immoral_4,7G_impossible_1,7G_impossible_2,7G_impossible_3,7G_impossible_4,7G_time_1,7G_time_2,7G_time_3,7G_time_4,Story8g,8G_improbable_1,8G_improbable_2,8G_improbable_3,8G_improbable_4,8G_immoral_1,8G_immoral_2,8G_immoral_3,8G_immoral_4,8G_impossible_1,8G_impossible_2,8G_impossible_3,8G_impossible_4,8G_time_1,8G_time_2,8G_time_3,8G_time_4,Demo_Instr,Age,Gender,Ethnicity,Education,SES,Lang,DO-BR-FL_29,DO-BR-FL_28,DO-BL-Story1B,DO-BL-Story2B,DO-BL-Story3B,DO-BL-Story4B,DO-BL-Story5B,DO-BL-Story6B,DO-BL-Story7B,DO-BL-Story8B,DO-BL-Story1G,DO-BL-Story2G,DO-BL-Story3G,DO-BL-Story4G,DO-BL-Story5G,DO-BL-Story6G,DO-BL-Story7G,DO-BL-Story8G,DO-Q-1B_Improb,DO-Q-3B_Improbable,DO-Q-4B_Improbable,DO-Q-5B_Improbable,DO-Q-6B_improbable,DO-Q-7B_Improbable,DO-Q-8B_Improbable,DO-Q-1G_Improbable,DO-Q-2G_Improbable,DO-Q-3G_Improbable,DO-Q-4G_improbable,DO-Q-5G_improbable,DO-Q-6G_improbable,DO-Q-7G_improbable,DO-Q-8G_improbable,DO-Q-2B_Improbable,DO-Q-1B_Immoral,DO-Q-1B_Impossible,DO-Q-2B_Impossible,DO-Q-3B_Impossible,DO-Q-4B_Impossible,DO-Q-5B_Impossible,DO-Q-6B_impossible,DO-Q-7B_Impossible,DO-Q-8B_Impossible,DO-Q-1G_Impossible,DO-Q-2G_Impossible,DO-Q-3G_Impossible,DO-Q-4G_impossible,DO-Q-5G_Impossible,DO-Q-6G_impossible,DO-Q-7G_impossible,DO-Q-8G_impossible,DO-Q-2B_Immoral,DO-Q-3B_Immoral,DO-Q-4B_Immoral,DO-Q-5B_Immoral,DO-Q-6B_immoral,DO-Q-7B_Immoral,DO-Q-8B_Immoral,DO-Q-1G_Immoral,DO-Q-2G_Immoral,DO-Q-3G_Immoral,DO-Q-5G_Immoral,DO-Q-6G_immoral,DO-Q-7G_immoral,DO-Q-8G_immoral,DO-Q-4G_immoral,LocationLatitude,LocationLongitude,LocationAccuracy
R_1DY0dcRSWXTZ51n,Default Response Set,Anonymous,,,73.85.140.18,0,3/21/2017 10:04,3/21/2017 10:05,1,1,1,1,3.782,3.782,8.989,1,1,2,1,1,1,,,,,,,,,1.63,2.606,4.101,4,1,2,1,1,2,,,,,,,,,1.855,3.145,5.522,4,1,,,,,,,,,2,3,2,2,1.616,2.553,4.058,4,1,,,,,,,,,2,3,2,3,1.491,4.419,4.884,5,1,2,2,1,1,,,,,,,,,1.742,3.088,4.686,5,1,,,,,,,,,2,2,1,1,3.714,4.84,6.421,4,1,,,,,1,2,2,1,,,,,1.514,2.38,3.687,4,1,3,3,2,2,,,,,,,,,1.41,2.284,3.739,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,5,4,10,1,Story 7B|Story 8B|Story 1B|Story 6B|Story 3B|Story 4B|Story 2B|Story 5B,,Story1B|1B_Improb|1B_time,Story2b|2B_Improbable|2B_time,Story3b|3B_Impossible|3B_time,Story4b|4B_Impossible|4B_time,Story5b|5B_Improbable|5B_time,Story6b|6B_impossible|6B_time,Story7b|7B_Immoral|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,1|3|4|2,1|2|3|4,1|2|3|4,4|2|3|1,1|2|3|4,1|2|3|4,3|2|4|1,,,,,,,,,1|2|4|3,1|2|3|4,1|2|3|4,1|2|3|4,4|2|1|3,4|2|1|3,1|2|3|4,3|1|2|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,8|9|10|11,4|3|2|1,1|2|3|4,,,,,,,,,26.94670105,-80.21700287,-1
R_2OI7maKK6ZCUeEJ,Default Response Set,Anonymous,,,74.102.94.217,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,1,6.113,6.113,7.348,1,1,1,1,2,2,,,,,,,,,9.814,17.538,18.833,4,1,,,,,3,2,2,2,,,,,8.087,24.568,25.578,4,1,,,,,,,,,1,2,2,2,27.541,42.53,44.42,4,1,1,1,2,2,,,,,,,,,8.733,18.621,19.786,4,1,,,,,,,,,1,2,2,2,12.738,23.071,24.023,4,1,,,,,,,,,1,2,2,2,26.542,51.673,52.744,4,1,1,1,2,2,,,,,,,,,9.544,18.149,19.44,4,1,,,,,3,2,1,2,,,,,19.264,32.889,33.875,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5,6,7,1,Story 3B|Story 8B|Story 6B|Story 5B|Story 4B|Story 1B|Story 2B|Story 7B,,Story1B|1B_Improb|1B_time,Story2b|2B_Immoral|2B_time,Story3b|3B_Impossible|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Impossible|5B_time,Story6b|6B_impossible|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Immoral|8B_time,,,,,,,,,4|3|1|2,1|2|3|4,4|3|2|1,1|2|3|4,1|2|3|4,2|4|3|1,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|1|3|2,1|2|3|4,3|1|2|4,4|2|1|3,1|2|3|4,1|2|3|4,,,,,,,,,4|2|1|3,1|2|3|4,1|2|3|4,1|2|3|4,8|9|10|11,1|2|3|4,2|1|3|4,,,,,,,,,40.48350525,-74.44319916,-1
R_28BSXKg0bErhLAN,Default Response Set,Anonymous,,,100.15.15.243,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,1,0.962,0.962,8.498,1,1,,,,,,,,,1,2,2,2,4.526,23.936,24.872,6,1,,,,,,,,,1,2,2,2,15.573,20.449,22.223,4,1,1,1,2,2,,,,,,,,,6.867,22.233,22.556,8,1,,,,,3,2,1,2,,,,,12.841,21.839,23.026,4,1,,,,,,,,,1,2,2,2,41.151,63.939,66.862,9,1,1,1,2,2,,,,,,,,,27.459,41.865,42.767,6,1,,,,,,,,,1,2,2,2,7.126,12.976,14.323,4,1,1,1,2,2,,,,,,,,,17.363,30.143,32.282,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,1,5,9,1,Story 8B|Story 1B|Story 5B|Story 4B|Story 3B|Story 6B|Story 2B|Story 7B,,Story1B|1B_Impossible|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Impossible|5B_time,Story6b|6B_improbable|6B_time,Story7b|7B_Impossible|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,1|2|3|4,2|3|1|4,1|2|3|4,1|2|3|4,1|3|2|4,1|2|3|4,3|2|1|4,,,,,,,,,1|2|3|4,1|2|3|4,1|4|2|3,1|3|4|2,1|2|3|4,1|2|3|4,3|4|1|2,1|2|3|4,2|1|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|4|2|3,1|2|3|4,8|9|10|11,1|2|3|4,1|2|3|4,,,,,,,,,38.62590027,-76.97789764,-1
R_2WNIm1P6t9OishS,Default Response Set,Anonymous,,,50.201.35.162,0,3/21/2017 10:00,3/21/2017 10:06,1,1,1,2,11.396,11.396,12.019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,1,2,,,,,16.718,25.783,26.72,4,1,3,1,2,2,,,,,,,,,17.776,32.191,33.389,4,1,3,1,2,2,,,,,,,,,19.545,33.245,35.768,4,1,3,1,2,2,,,,,,,,,11.369,19.398,20.447,4,1,3,1,1,2,,,,,,,,,14.116,24.195,28.341,4,1,1,1,2,2,,,,,,,,,24.771,42.078,62.539,4,1,3,1,2,2,,,,,,,,,12.35,23.794,24.663,4,1,,,,,3,2,1,2,,,,,23.487,34.297,35.633,4,,37,2,5,5,5,1,,Story 6G|Story 8G|Story 3G|Story 1G|Story 2G|Story 7G|Story 4G|Story 5G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Improbable|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_improbable|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|2|3|4,4|1|3|2,2|3|1|4,2|4|1|3,4|1|3|2,4|1|2|3,2|3|1|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,2|1|4|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,2|4|3|1,1|2|3|4,38.77909851,-76.77940369,-1
R_4Mcymv9HCwvKWVr,Default Response Set,Anonymous,,,24.170.229.21,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,2,9.362,9.362,14.147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,2,2,14.597,30.217,31.043,4,1,,,,,,,,,1,1,2,2,15.197,32.576,33.517,5,1,,,,,,,,,1,2,2,2,12.148,32.929,33.718,5,1,,,,,,,,,1,2,2,2,13.722,24.008,25.067,4,1,,,,,3,1,1,2,,,,,27.856,38.225,39.209,4,1,,,,,3,3,1,2,,,,,17.219,33.824,35.218,4,1,1,2,2,2,,,,,,,,,20.943,37.773,38.771,4,1,,,,,3,2,1,2,,,,,7.924,32.637,33.605,5,,37,2,1,4,8,1,,Story 7G|Story 4G|Story 2G|Story 1G|Story 5G|Story 8G|Story 3G|Story 6G,,,,,,,,,Story1g|1G_Impossible|1G_time,Story2g|2G_Impossible|2G_time,Story3g|3G_Impossible|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|1|2|3,1|2|3|4,,,,,,,,,,,3|1|2|4,4|3|2|1,3|1|2|4,3|4|1|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,2|1|3|4,2|3|4|1,1|2|3|4,2|4|3|1,1|2|3|4,39.65400696,-77.64320374,-1
R_3002jjxpXkT4F5U,Default Response Set,Anonymous,,,73.153.127.24,0,3/21/2017 10:02,3/21/2017 10:06,1,1,1,2,14.405,14.405,15.538,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,3.195,17.825,18.542,7,1,,,,,2,1,2,2,,,,,7.369,33.962,35.111,6,1,,,,,,,,,1,2,2,2,12.861,41.902,43.04,9,1,1,1,2,2,,,,,,,,,5.396,16.448,17.443,6,1,,,,,2,1,1,2,,,,,6.091,19.955,20.923,7,1,1,1,2,2,,,,,,,,,9.908,26.592,28.283,6,1,1,2,2,2,,,,,,,,,4.64,16.294,17.309,6,1,,,,,,,,,1,2,2,2,7.125,27.998,28.945,8,,30,2,5,5,9,1,,Story 3G|Story 8G|Story 6G|Story 4G|Story 2G|Story 1G|Story 5G|Story 7G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Immoral|2G_time,Story3g|3G_Impossible|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_impossible|8G_time,,,,,,,,2|1|4|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|4|3|2,4|1|2|3,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,3|1|4|2,,,,,,,,1|2|3|4,4|1|3|2,1|2|3|4,4|1|2|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,38.91419983,-104.7749023,-1
R_10qhp8Q1FX2VL14,Default Response Set,Anonymous,,,68.59.49.58,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,1,11.012,11.012,13.081,1,1,,,,,2,1,2,2,,,,,21.761,47.572,48.729,5,1,,,,,2,2,1,2,,,,,21.592,35.928,37.697,4,1,1,1,2,2,,,,,,,,,19.158,32.128,32.863,5,1,,,,,2,2,2,2,,,,,11.131,23.31,24.443,4,1,1,1,1,2,,,,,,,,,23.975,38.36,40.412,4,1,,,,,1,2,1,2,,,,,26.047,39.205,41.454,4,1,,,,,,,,,1,2,2,2,20.835,31.239,32.45,4,1,,,,,2,2,1,2,,,,,12.48,22.228,22.967,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,5,5,8,1,Story 1B|Story 5B|Story 2B|Story 6B|Story 7B|Story 4B|Story 8B|Story 3B,,Story1B|1B_Immoral|1B_time,Story2b|2B_Immoral|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Improbable|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Impossible|7B_time,story8b|8B_Immoral|8B_time,,,,,,,,,1|2|3|4,3|1|2|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,4|2|3|1,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|2|3|1,1|2|3|4,,,,,,,,,2|4|3|1,1|2|3|4,1|2|3|4,1|2|3|4,8|10|11|9,1|2|3|4,2|1|3|4,,,,,,,,,30.52520752,-84.33209991,-1
R_1GguMPBWGfKfOmJ,Default Response Set,Anonymous,,,50.248.157.1,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,1,5.711,6.506,7.067,2,1,1,1,2,2,,,,,,,,,5.791,132.889,133.519,7,1,1,1,2,2,,,,,,,,,3.022,17.951,18.491,8,1,1,1,2,2,,,,,,,,,3.654,12.648,14.315,5,1,1,1,2,2,,,,,,,,,10.49,21.471,27.798,6,1,,,,,3,2,1,2,,,,,2.581,20.478,20.669,8,1,1,1,2,2,,,,,,,,,5.83,56.169,57.25,9,1,1,1,2,2,,,,,,,,,3.294,13.086,13.65,5,1,,,,,3,2,1,2,,,,,4.187,16.929,18.983,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,5,5,6,1,Story 4B|Story 8B|Story 5B|Story 3B|Story 1B|Story 2B|Story 7B|Story 6B,,Story1B|1B_Improb|1B_time,Story2b|2B_Improbable|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_improbable|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Immoral|8B_time,,,,,,,,,2|1|3|4,2|3|1|4,3|1|4|2,1|2|3|4,3|2|1|4,3|1|4|2,1|2|3|4,,,,,,,,,1|3|2|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,3|1|2|4,8|9|10|11,1|2|3|4,3|1|2|4,,,,,,,,,40.55160522,-74.46369934,-1
R_2CDocPlQUtX0UfR,Default Response Set,Anonymous,,,75.190.81.1,0,3/21/2017 10:01,3/21/2017 10:06,1,1,1,2,9.098,9.098,18.468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,1,2,,,,,6.813,22.702,23.538,4,1,,,,,,,,,1,3,2,2,9.932,21.681,23.245,5,1,,,,,3,3,1,2,,,,,16.618,26.139,35.238,4,1,,,,,3,3,2,2,,,,,9.383,14.29,19.284,4,1,,,,,,,,,1,3,2,2,13.249,28.241,33.665,4,1,3,1,2,2,,,,,,,,,23.781,34.424,36.931,4,1,,,,,3,2,1,2,,,,,13.786,28.201,36.577,4,1,,,,,3,2,1,2,,,,,23.891,29.391,30.333,4,,23,2,5,5,5,1,,Story 7G|Story 5G|Story 6G|Story 8G|Story 2G|Story 3G|Story 4G|Story 1G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Impossible|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_immoral|4G_time,Story5g|5G_Impossible|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_immoral|7G_time,Story8g|8G_immoral|8G_time,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,2|1|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,3|2|1|4,1|2|3|4,1|2|3|4,1|4|2|3,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,4|1|3|2,1|2|3|4,3|2|4|1,1|2|3|4,1|2|3|4,3|2|1|4,2|1|3|4,2|4|3|1,35.7250061,-80.9068985,-1
R_1GTRgcUZIAX6PKK,Default Response Set,Anonymous,,,208.107.209.112,0,3/21/2017 10:02,3/21/2017 10:06,1,1,1,2,6.903,8.735,9.703,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,1,2,,,,,1.178,18.672,20.802,7,1,,,,,3,1,1,2,,,,,1.539,12.139,13.01,7,1,,,,,3,1,1,2,,,,,1.086,22.775,26.068,7,1,,,,,3,2,2,2,,,,,1.089,23.769,24.477,11,1,,,,,3,1,1,3,,,,,1.023,22.285,30.144,8,1,,,,,,,,,2,1,1,1,1.136,31.022,37.753,11,1,,,,,3,2,1,2,,,,,1.205,23.797,25.044,10,1,3,1,2,2,,,,,,,,,0.884,27.142,28.48,12,,29,2,3,4,9,1,,Story 6G|Story 5G|Story 3G|Story 1G|Story 7G|Story 4G|Story 2G|Story 8G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Immoral|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_immoral|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_impossible|6G_time,Story7g|7G_immoral|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|3|4|2,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|3|4|2,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,3|2|4|1,3|2|1|4,3|2|1|4,1|2|3|4,3|1|2|4,1|2|3|4,4|3|1|2,42.93589783,-97.44049835,-1
R_1r0y8OnQ4opqzZF,Default Response Set,Anonymous,,,69.131.15.100,0,3/21/2017 10:01,3/21/2017 10:07,1,1,1,2,31.113,31.113,32.811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,4.84,11.15,13.804,4,1,,,,,3,1,1,2,,,,,25.576,31.686,33.172,4,1,1,1,2,2,,,,,,,,,27.043,32.579,62.714,4,1,,,,,,,,,1,2,2,2,17.965,39.32,43.167,4,1,,,,,3,1,1,2,,,,,13.784,18.625,21.065,4,1,,,,,3,1,1,2,,,,,12.063,19.316,25.433,4,1,,,,,,,,,1,2,2,2,9.743,18.077,24.189,4,1,1,1,2,2,,,,,,,,,8.717,14.906,17.824,4,,42,2,5,5,7,1,,Story 8G|Story 7G|Story 1G|Story 5G|Story 2G|Story 3G|Story 4G|Story 6G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Immoral|2G_time,Story3g|3G_Improbable|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|4|3|2,1|2|3|4,4|3|2|1,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,3|2|4|1,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|4|2|3,1|2|3|4,1|2|3|4,3|1|2|4,1|2|3|4,,,,,,,,1|2|3|4,2|1|3|4,1|2|3|4,2|3|4|1,4|3|1|2,1|2|3|4,1|2|3|4,1|2|3|4,30.79170227,-81.57309723,-1
